,y,y.donor.oriented,i_ID,j_ID,ij_dyad_ID,k_ID,l_ID,kl_dyad_ID,il_ID,jk_ID,i_age,j_age,i_sex,j_sex,i_bmi,j_bmi,i_skin,j_skin,k_wealth,l_wealth,ij_god_relation,ij_deg_r,ij_affinal_r,kl_avg_interhouse_R,kl_sd_interhouse_R,kl_distance,kl_affair,i_avg_community_r,j_avg_community_r
6849,0,0,68,1,67,23,1,23,2145,23,34,35,M,M,22.38251041,25.39642228,55.9,47.8,2.34056999,0.19701,0,0,0.015625,0.010120739,0.008362923,350.7962372,ref,0.017066421,0.013304313
65,0,0,1,69,68,1,18,18,18,2177,35,29,M,F,25.39642228,25.4296875,47.8,52.4,0.19701,0.402529998,0,0,0.078125,0.026506696,0.025281744,195.4942454,ref,0.013304313,0.074377306
6956,0,0,69,1,68,18,1,18,2177,18,29,35,F,M,25.4296875,25.39642228,52.4,47.8,0.402529998,0.19701,0,0,0.078125,0.026506696,0.025281744,195.4942454,ref,0.074377306,0.013304313
66,0,0,1,70,69,1,26,26,26,2209,35,19,M,F,25.39642228,21.85644952,47.8,56.2,0.19701,0.31169,0,0,0.25,0.11875,0.096112215,182.8004376,ref,0.013304313,0.078924988
7063,0,1,70,1,69,26,1,26,2209,26,19,35,F,M,21.85644952,25.39642228,56.2,47.8,0.31169,0.19701,0,0,0.25,0.11875,0.096112215,182.8004376,ref,0.078924988,0.013304313
68,1,1,1,71,70,1,1,1,1,2241,35,35,M,M,25.39642228,21.86187482,47.8,53.1,0.19701,0.19701,0,0,0,NA,NA,0,ref,0.013304313,0.001845018
7277,0,1,71,1,70,1,1,1,2241,1,35,35,M,M,21.86187482,25.39642228,53.1,47.8,0.19701,0.19701,0,0,0,NA,NA,0,ref,0.001845018,0.013304313
69,0,0,1,72,71,1,24,24,24,2273,35,46,M,M,25.39642228,29.82552801,47.8,52,0.19701,5.259309977,0,0,0,0.033735795,0.027876409,287.5639059,ref,0.013304313,0.023062731
7384,0,1,72,1,71,24,1,24,2273,24,46,35,M,M,29.82552801,25.39642228,52,47.8,5.259309977,0.19701,0,0,0,0.033735795,0.027876409,287.5639059,ref,0.023062731,0.013304313
70,0,0,1,73,72,1,13,13,13,2305,35,26,M,M,25.39642228,22.9530524,47.8,46.8,0.19701,0.18418,0,0,0.25,0.021590909,0.05248714,170.3290932,ref,0.013304313,0.073505247
7491,0,0,73,1,72,13,1,13,2305,13,26,35,M,M,22.9530524,25.39642228,46.8,47.8,0.18418,0.19701,0,0,0.25,0.021590909,0.05248714,170.3290932,ref,0.073505247,0.013304313
71,0,0,1,74,73,1,25,25,25,2337,35,34,M,F,25.39642228,26.39815807,47.8,50.6,0.19701,0.608060002,0,0,0.078125,0.016867898,0.014830316,123.7133784,ref,0.013304313,0.077144834
7598,0,0,74,1,73,25,1,25,2337,25,34,35,F,M,26.39815807,25.39642228,50.6,47.8,0.608060002,0.19701,0,0,0.078125,0.016867898,0.014830316,123.7133784,ref,0.077144834,0.013304313
72,1,1,1,75,74,1,19,19,19,2369,35,69,M,F,25.39642228,20.59453032,47.8,57.3,0.19701,0.16473,0,0,0.5,0.215909091,0.133583158,124.5230902,ref,0.013304313,0.125461255
7705,1,1,75,1,74,19,1,19,2369,19,69,35,F,M,20.59453032,25.39642228,57.3,47.8,0.16473,0.19701,0,0,0.5,0.215909091,0.133583158,124.5230902,ref,0.125461255,0.013304313
73,1,0,1,76,75,1,11,11,11,2401,35,32,M,F,25.39642228,28.69556545,47.8,46.7,0.19701,0.271620001,0,0,0,0.053977273,0.044602254,61.52235366,ref,0.013304313,0.012915129
7812,0,1,76,1,75,11,1,11,2401,11,32,35,F,M,28.69556545,25.39642228,46.7,47.8,0.271620001,0.19701,0,0,0,0.053977273,0.044602254,61.52235366,ref,0.012915129,0.013304313
74,1,0,1,77,76,1,28,28,28,2433,35,33,M,M,25.39642228,25.70377449,47.8,48,0.19701,0.739500001,0,0,0,0.013494318,0.024180344,180.5436235,ref,0.013304313,0.000864852
7919,0,0,77,1,76,28,1,28,2433,28,33,35,M,M,25.70377449,25.39642228,48,47.8,0.739500001,0.19701,0,0,0,0.013494318,0.024180344,180.5436235,ref,0.000864852,0.013304313
75,0,0,1,78,77,1,19,19,19,2465,35,36,M,M,25.39642228,23.40753301,47.8,52.2,0.19701,0.16473,0,0,0.5,0.215909091,0.133583158,124.5230902,ref,0.013304313,0.111263261
8026,0,0,78,1,77,19,1,19,2465,19,36,35,M,M,23.40753301,25.39642228,52.2,47.8,0.16473,0.19701,0,0,0.5,0.215909091,0.133583158,124.5230902,ref,0.111263261,0.013304313
76,0,0,1,79,78,1,30,30,30,2497,35,18,M,F,25.39642228,23.60497173,47.8,50.3,0.19701,0.566279999,0,0,0.25,0.073028075,0.075780528,75.17978452,ref,0.013304313,0.072698051
8133,0,0,79,1,78,30,1,30,2497,30,18,35,F,M,23.60497173,25.39642228,50.3,47.8,0.566279999,0.19701,0,0,0.25,0.073028075,0.075780528,75.17978452,ref,0.072698051,0.013304313
77,0,0,1,80,79,1,18,18,18,2529,35,36,M,M,25.39642228,23.85951517,47.8,49.2,0.19701,0.402529998,0,0,0,0.026506696,0.025281744,195.4942454,ref,0.013304313,0.014760148
8240,0,0,80,1,79,18,1,18,2529,18,36,35,M,M,23.85951517,25.39642228,49.2,47.8,0.402529998,0.19701,0,0,0,0.026506696,0.025281744,195.4942454,ref,0.014760148,0.013304313
78,0,0,1,81,80,1,7,7,7,2561,35,36,M,F,25.39642228,22.2368401,47.8,49.1,0.19701,0.049,0,0,0.078125,0.016867898,0.017540693,350.4069063,ref,0.013304313,0.064287362
8347,0,0,81,1,80,7,1,7,2561,7,36,35,F,M,22.2368401,25.39642228,49.1,47.8,0.049,0.19701,0,0,0.078125,0.016867898,0.017540693,350.4069063,ref,0.064287362,0.013304313
79,0,0,1,82,81,1,25,25,25,2593,35,36,M,M,25.39642228,25.68211703,47.8,48.4,0.19701,0.608060002,0,0,0,0.016867898,0.014830316,123.7133784,ref,0.013304313,0.009225092
8454,0,0,82,1,81,25,1,25,2593,25,36,35,M,M,25.68211703,25.39642228,48.4,47.8,0.608060002,0.19701,0,0,0,0.016867898,0.014830316,123.7133784,ref,0.009225092,0.013304313
80,0,0,1,83,82,1,10,10,10,2625,35,31,M,F,25.39642228,25.69504876,47.8,53.8,0.19701,0.65041,0,0,0.25,0.044981061,0.051750833,4112.446109,ref,0.013304313,0.081692516
8561,0,0,83,1,82,10,1,10,2625,10,31,35,F,M,25.69504876,25.39642228,53.8,47.8,0.65041,0.19701,0,0,0.25,0.044981061,0.051750833,4112.446109,ref,0.081692516,0.013304313
81,1,1,1,84,83,1,26,26,26,2657,35,54,M,F,25.39642228,25.2999164,47.8,59.7,0.19701,0.31169,0,0,0.5,0.11875,0.096112215,182.8004376,ref,0.013304313,0.122794626
8668,0,1,84,1,83,26,1,26,2657,26,54,35,F,M,25.2999164,25.39642228,59.7,47.8,0.31169,0.19701,0,0,0.5,0.11875,0.096112215,182.8004376,ref,0.122794626,0.013304313
4,NA,0,1,85,84,1,27,27,27,2689,35,28,M,M,25.39642228,24.40647114,47.8,43.4,0.19701,0.372609999,0,0,0.0078125,0.01821733,0.015964043,185.7336803,ref,0.013304313,0.014817804
429,0,NA,85,1,84,27,1,27,2689,27,28,35,M,M,24.40647114,25.39642228,43.4,47.8,0.372609999,0.19701,0,0,0.0078125,0.01821733,0.015964043,185.7336803,ref,0.014817804,0.013304313
82,0,0,1,86,85,1,28,28,28,2721,35,65,M,M,25.39642228,21.36859137,47.8,54.4,0.19701,0.739500001,0,0.03125,0,0.013494318,0.024180344,180.5436235,ref,0.013304313,0.010493542
8775,0,0,86,1,85,28,1,28,2721,28,65,35,M,M,21.36859137,25.39642228,54.4,47.8,0.739500001,0.19701,0,0.03125,0,0.013494318,0.024180344,180.5436235,ref,0.010493542,0.013304313
83,0,0,1,87,86,1,15,15,15,2753,35,48,M,F,25.39642228,32.20024674,47.8,60.9,0.19701,0.323029999,0,0.25,0,0.034469697,0.05043922,63.56099433,ref,0.013304313,0.021996079
8882,0,0,87,1,86,15,1,15,2753,15,48,35,F,M,32.20024674,25.39642228,60.9,47.8,0.323029999,0.19701,0,0.25,0,0.034469697,0.05043922,63.56099433,ref,0.021996079,0.013304313
84,1,0,1,88,87,1,18,18,18,2785,35,52,M,F,25.39642228,22.57777778,47.8,45.3,0.19701,0.402529998,0,0,0,0.026506696,0.025281744,195.4942454,ref,0.013304313,0.034132841
8989,0,0,88,1,87,18,1,18,2785,18,52,35,F,M,22.57777778,25.39642228,45.3,47.8,0.402529998,0.19701,0,0,0,0.026506696,0.025281744,195.4942454,ref,0.034132841,0.013304313
85,0,0,1,89,88,1,13,13,13,2817,35,20,M,M,25.39642228,22.16573193,47.8,44.3,0.19701,0.18418,0,0,0,0.021590909,0.05248714,170.3290932,ref,0.013304313,0.018334871
9096,0,0,89,1,88,13,1,13,2817,13,20,35,M,M,22.16573193,25.39642228,44.3,47.8,0.18418,0.19701,0,0,0,0.021590909,0.05248714,170.3290932,ref,0.018334871,0.013304313
86,0,0,1,90,89,1,12,12,12,2849,35,29,M,F,25.39642228,25.5426795,47.8,48.3,0.19701,0.566839998,0,0,0,0.033735795,0.027876409,585.3170081,ref,0.013304313,0.020698801
9203,0,0,90,1,89,12,1,12,2849,12,29,35,F,M,25.5426795,25.39642228,48.3,47.8,0.566839998,0.19701,0,0,0,0.033735795,0.027876409,585.3170081,ref,0.020698801,0.013304313
87,0,0,1,91,90,1,6,6,6,2881,35,40,M,M,25.39642228,23.44558645,47.8,47.7,0.19701,0.24648,0,0,0,0.009638799,0.011077298,27.78488798,ref,0.013304313,0.001845018
9310,0,1,91,1,90,6,1,6,2881,6,40,35,M,M,23.44558645,25.39642228,47.7,47.8,0.24648,0.19701,0,0,0,0.009638799,0.011077298,27.78488798,ref,0.001845018,0.013304313
88,0,0,1,92,91,1,29,29,29,2913,35,26,M,M,25.39642228,22.0585864,47.8,50.9,0.19701,0.1442,0,0,0.25,0.057350852,0.049275756,129.4024729,ref,0.013304313,0.070968346
9417,0,0,92,1,91,29,1,29,2913,29,26,35,M,M,22.0585864,25.39642228,50.9,47.8,0.1442,0.19701,0,0,0.25,0.057350852,0.049275756,129.4024729,ref,0.070968346,0.013304313
89,0,0,1,93,92,1,30,30,30,2945,35,31,M,M,25.39642228,22.61451166,47.8,47.3,0.19701,0.566279999,0,0,0.25,0.073028075,0.075780528,75.17978452,ref,0.013304313,0.07362056
9524,0,0,93,1,92,30,1,30,2945,30,31,35,M,M,22.61451166,25.39642228,47.3,47.8,0.566279999,0.19701,0,0,0.25,0.073028075,0.075780528,75.17978452,ref,0.07362056,0.013304313
90,NA,0,1,94,93,1,9,9,9,2977,35,19,M,F,25.39642228,24.68153722,47.8,44.8,0.19701,1.118810005,0,0,0.25,0.09965035,0.08192359,117.4776575,ref,0.013304313,0.075898005
9631,0,NA,94,1,93,9,1,9,2977,9,19,35,F,M,24.68153722,25.39642228,44.8,47.8,1.118810005,0.19701,0,0,0.25,0.09965035,0.08192359,117.4776575,ref,0.075898005,0.013304313
105,1,0,1,95,94,1,22,22,22,3009,35,18,M,F,25.39642228,22.04278285,47.8,45.7,0.19701,0.17186,0,0,0.015625,0.006024249,0.005236745,72.69112738,ref,0.013304313,0.040864276
11236,0,1,95,1,94,22,1,22,3009,22,18,35,F,M,22.04278285,25.39642228,45.7,47.8,0.17186,0.19701,0,0,0.015625,0.006024249,0.005236745,72.69112738,ref,0.040864276,0.013304313
91,0,0,1,96,95,1,32,32,32,3041,35,33,M,F,25.39642228,22.6849514,47.8,50.5,0.19701,0.321590001,0,0,0,0.094460227,0.086294337,139.9464183,ref,0.013304313,0.017758303
9738,0,0,96,1,95,32,1,32,3041,32,33,35,F,M,22.6849514,25.39642228,50.5,47.8,0.321590001,0.19701,0,0,0,0.094460227,0.086294337,139.9464183,ref,0.017758303,0.013304313
92,0,0,1,97,96,1,29,29,29,3073,35,22,M,F,25.39642228,22.18072745,47.8,46.4,0.19701,0.1442,0,0,0.015625,0.057350852,0.049275756,129.4024729,ref,0.013304313,0.043631804
9845,0,0,97,1,96,29,1,29,3073,29,22,35,F,M,22.18072745,25.39642228,46.4,47.8,0.1442,0.19701,0,0,0.015625,0.057350852,0.049275756,129.4024729,ref,0.043631804,0.013304313
93,0,0,1,98,97,1,3,3,3,3105,35,45,M,F,25.39642228,26.75921734,47.8,54.9,0.19701,0.18203,0,0,0.5,0.098140496,0.084462318,97.08243919,ref,0.013304313,0.120488353
9952,0,1,98,1,97,3,1,3,3105,3,45,35,F,M,26.75921734,25.39642228,54.9,47.8,0.18203,0.19701,0,0,0.5,0.098140496,0.084462318,97.08243919,ref,0.120488353,0.013304313
94,0,0,1,99,98,1,30,30,30,3137,35,64,M,M,25.39642228,21.1079069,47.8,55.1,0.19701,0.566279999,0,0,0,0.073028075,0.075780528,75.17978452,ref,0.013304313,0.018219557
10059,0,0,99,1,98,30,1,30,3137,30,64,35,M,M,21.1079069,25.39642228,55.1,47.8,0.566279999,0.19701,0,0,0,0.073028075,0.075780528,75.17978452,ref,0.018219557,0.013304313
2,1,1,1,100,99,1,1,1,1,3169,35,24,M,M,25.39642228,26.92256151,47.8,52.1,0.19701,0.19701,0,0,0.5,NA,NA,0,ref,0.013304313,0.059552295
215,0,1,100,1,99,1,1,1,3169,1,24,35,M,M,26.92256151,25.39642228,52.1,47.8,0.19701,0.19701,0,0,0.5,NA,NA,0,ref,0.059552295,0.013304313
106,0,0,1,101,100,1,22,22,22,3201,35,25,M,M,25.39642228,19.82173467,47.8,52.1,0.19701,0.17186,0,0,0,0.006024249,0.005236745,72.69112738,ref,0.013304313,0.002998155
11343,0,1,101,1,100,22,1,22,3201,22,25,35,M,M,19.82173467,25.39642228,52.1,47.8,0.17186,0.19701,0,0,0,0.006024249,0.005236745,72.69112738,ref,0.002998155,0.013304313
96,1,0,1,102,101,1,18,18,18,3233,35,20,M,F,25.39642228,23.46388316,47.8,44.9,0.19701,0.402529998,0,0,0.078125,0.026506696,0.025281744,195.4942454,ref,0.013304313,0.073454797
10273,0,0,102,1,101,18,1,18,3233,18,20,35,F,M,23.46388316,25.39642228,44.9,47.8,0.402529998,0.19701,0,0,0.078125,0.026506696,0.025281744,195.4942454,ref,0.073454797,0.013304313
51,0,0,1,103,102,1,31,31,31,3265,35,33,M,M,25.39642228,23.48579692,47.8,45.6,0.19701,1.652060002,0,0,0.15625,0.043013139,0.043873517,154.1557654,ref,0.013304313,0.100322878
5458,0,0,103,1,102,31,1,31,3265,31,33,35,M,M,23.48579692,25.39642228,45.6,47.8,1.652060002,0.19701,0,0,0.15625,0.043013139,0.043873517,154.1557654,ref,0.100322878,0.013304313
97,0,0,1,104,103,1,18,18,18,3297,35,25,M,M,25.39642228,21.67940081,47.8,48.4,0.19701,0.402529998,0,0,0.078125,0.026506696,0.025281744,195.4942454,ref,0.013304313,0.072532288
10380,0,1,104,1,103,18,1,18,3297,18,25,35,M,M,21.67940081,25.39642228,48.4,47.8,0.402529998,0.19701,0,0,0.078125,0.026506696,0.025281744,195.4942454,ref,0.072532288,0.013304313
98,0,0,1,105,104,1,22,22,22,3329,35,24,M,M,25.39642228,24.60215404,47.8,49,0.19701,0.17186,0,0,0.015625,0.006024249,0.005236745,72.69112738,ref,0.013304313,0.040864276
10487,0,0,105,1,104,22,1,22,3329,22,24,35,M,M,24.60215404,25.39642228,49,47.8,0.17186,0.19701,0,0,0.015625,0.006024249,0.005236745,72.69112738,ref,0.040864276,0.013304313
99,0,0,1,106,105,1,32,32,32,3361,35,33,M,M,25.39642228,22.93333333,47.8,50.5,0.19701,0.321590001,0,0,0.5,0.094460227,0.086294337,139.9464183,ref,0.013304313,0.117720826
10594,0,1,106,1,105,32,1,32,3361,32,33,35,M,M,22.93333333,25.39642228,50.5,47.8,0.321590001,0.19701,0,0,0.5,0.094460227,0.086294337,139.9464183,ref,0.117720826,0.013304313
100,0,0,1,107,106,1,6,6,6,3393,35,20,M,M,25.39642228,22.15189873,47.8,54.5,0.19701,0.24648,0,0,0.015625,0.009638799,0.011077298,27.78488798,ref,0.013304313,0.020107818
10701,0,0,107,1,106,6,1,6,3393,6,20,35,M,M,22.15189873,25.39642228,54.5,47.8,0.24648,0.19701,0,0,0.015625,0.009638799,0.011077298,27.78488798,ref,0.020107818,0.013304313
101,0,0,1,108,107,1,2,2,2,3425,35,24,M,F,25.39642228,21.9478738,47.8,53.9,0.19701,0.17122,0,0,0.25,0.053977273,0.049500344,3756.402801,ref,0.013304313,0.082615025
10808,0,0,108,1,107,2,1,2,3425,2,24,35,F,M,21.9478738,25.39642228,53.9,47.8,0.17122,0.19701,0,0,0.25,0.053977273,0.049500344,3756.402801,ref,0.082615025,0.013304313
110,0,0,2,3,108,2,5,36,37,66,26,48,M,M,24.05924093,23.66780045,45.6,51.1,0.17122,0.314460001,0,0,0,0.015625,0.017035401,3815.236428,ref,0.020115025,0.013837638
323,0,0,3,2,108,5,2,36,66,37,48,26,M,M,23.66780045,24.05924093,51.1,45.6,0.314460001,0.17122,0,0,0,0.015625,0.017035401,3815.236428,ref,0.013837638,0.020115025
112,1,0,2,4,109,2,3,34,35,98,26,45,M,M,24.05924093,21.67505798,45.6,62.5,0.17122,0.18203,0,0,0.0625,0.0625,0.05023981,3728.936175,ref,0.020115025,0.013376384
537,0,1,4,2,109,3,2,34,98,35,45,26,M,M,21.67505798,24.05924093,62.5,45.6,0.18203,0.17122,0,0,0.0625,0.0625,0.05023981,3728.936175,ref,0.013376384,0.020115025
113,0,1,2,5,110,2,4,35,36,130,26,33,M,M,24.05924093,23.57000197,45.6,48.8,0.17122,0.07379,0,0,0.0078125,0.009765625,0.00924672,2376.74904,ref,0.020115025,0.005073801
644,0,0,5,2,110,4,2,35,130,36,33,26,M,M,23.57000197,24.05924093,48.8,45.6,0.07379,0.17122,0,0,0.0078125,0.009765625,0.00924672,2376.74904,ref,0.005073801,0.020115025
114,1,1,2,6,111,2,6,37,38,162,26,67,M,F,24.05924093,24.27041046,45.6,51.3,0.17122,0.24648,0,0,0.03125,0.005580357,0.006289347,3780.928193,ref,0.020115025,0.041685886
751,1,1,6,2,111,6,2,37,162,38,67,26,F,M,24.27041046,24.05924093,51.3,45.6,0.24648,0.17122,0,0,0.03125,0.005580357,0.006289347,3780.928193,ref,0.041685886,0.020115025
174,0,1,2,7,112,2,26,57,58,194,26,23,M,M,24.05924093,23.72099941,45.6,54,0.17122,0.31169,0,0.03125,0.5,0.225,0.144586211,3743.680809,ref,0.020115025,0.078924988
7171,1,0,7,2,112,26,2,57,194,58,23,26,M,M,23.72099941,24.05924093,54,45.6,0.31169,0.17122,0,0.03125,0.5,0.225,0.144586211,3743.680809,ref,0.078924988,0.020115025
115,0,0,2,8,113,2,13,44,45,226,26,43,M,F,24.05924093,18.24242151,45.6,45.9,0.17122,0.18418,0,0,0,0.0125,0.030007061,3920.458392,ref,0.020115025,0.027444649
858,0,0,8,2,113,13,2,44,226,45,43,26,F,M,18.24242151,24.05924093,45.9,45.6,0.18418,0.17122,0,0,0,0.0125,0.030007061,3920.458392,ref,0.027444649,0.020115025
116,1,0,2,9,114,2,22,53,54,258,26,20,M,M,24.05924093,22.33278955,45.6,47.8,0.17122,0.17186,0,0,0.0078125,0.003487723,0.002940593,3710.570037,ref,0.020115025,0.039941767
965,0,0,9,2,114,22,2,53,258,54,20,26,M,M,22.33278955,24.05924093,47.8,45.6,0.17186,0.17122,0,0,0.0078125,0.003487723,0.002940593,3710.570037,ref,0.039941767,0.020115025
117,0,0,2,10,115,2,32,63,64,290,26,31,M,M,24.05924093,22.83633299,45.6,46,0.17122,0.321590001,0,0,0,0.0546875,0.048568301,3713.441127,ref,0.020115025,0.002133303
1072,0,0,10,2,115,32,2,63,290,64,31,26,M,M,22.83633299,24.05924093,46,45.6,0.321590001,0.17122,0,0,0,0.0546875,0.048568301,3713.441127,ref,0.002133303,0.020115025
118,0,0,2,11,116,2,15,46,47,322,26,22,M,F,24.05924093,26.68320929,45.6,56.7,0.17122,0.323029999,0,0,0,0.004166667,0.018263828,3809.114595,ref,0.020115025,0.02206815
1179,0,0,11,2,116,15,2,46,322,47,22,26,F,M,26.68320929,24.05924093,56.7,45.6,0.323029999,0.17122,0,0,0,0.004166667,0.018263828,3809.114595,ref,0.02206815,0.020115025
119,0,0,2,12,117,2,17,48,49,354,26,41,M,F,24.05924093,26.3844817,45.6,56.7,0.17122,0.332809999,0,0,0.015625,0.01953125,0.015643415,3507.22711,ref,0.020115025,0.017181734
1286,0,0,12,2,117,17,2,48,354,49,41,26,F,M,26.3844817,24.05924093,56.7,45.6,0.332809999,0.17122,0,0,0.015625,0.01953125,0.015643415,3507.22711,ref,0.017181734,0.020115025
120,0,0,2,13,118,2,30,61,62,386,26,22,M,M,24.05924093,22.25322593,45.6,51,0.17122,0.566279999,0,0.03125,0.125,0.042279412,0.042781686,3719.638961,ref,0.020115025,0.07362056
1393,0,1,13,2,118,30,2,61,386,62,22,26,M,M,22.25322593,24.05924093,51,45.6,0.566279999,0.17122,0,0.03125,0.125,0.042279412,0.042781686,3719.638961,ref,0.07362056,0.020115025
121,0,0,2,14,119,2,7,38,39,418,26,23,M,M,24.05924093,25.0457922,45.6,66.5,0.17122,0.049,0,0,0.0078125,0.009765625,0.009975662,3406.121695,ref,0.020115025,0.003690037
1500,0,0,14,2,119,7,2,38,418,39,23,26,M,M,25.0457922,24.05924093,66.5,45.6,0.049,0.17122,0,0,0.0078125,0.009765625,0.009975662,3406.121695,ref,0.003690037,0.020115025
123,0,0,2,15,120,2,30,61,62,450,26,25,M,F,24.05924093,23.59558321,45.6,48,0.17122,0.566279999,0,0.03125,0.125,0.042279412,0.042781686,3719.638961,ref,0.020115025,0.07362056
1714,0,0,15,2,120,30,2,61,450,62,25,26,F,M,23.59558321,24.05924093,48,45.6,0.566279999,0.17122,0,0.03125,0.125,0.042279412,0.042781686,3719.638961,ref,0.07362056,0.020115025
122,0,0,2,16,121,2,30,61,62,475,26,24,M,F,24.05924093,25.41245349,45.6,50.9,0.17122,0.566279999,0,0,0.03125,0.042279412,0.042781686,3719.638961,ref,0.020115025,0.005535055
1607,0,0,16,2,121,30,2,61,475,62,24,26,F,M,25.41245349,24.05924093,50.9,45.6,0.566279999,0.17122,0,0,0.03125,0.042279412,0.042781686,3719.638961,ref,0.005535055,0.020115025
124,0,0,2,17,122,2,30,61,62,514,26,25,M,F,24.05924093,22.43714647,45.6,56.5,0.17122,0.566279999,0,0.03125,0.125,0.042279412,0.042781686,3719.638961,ref,0.020115025,0.072698051
1821,0,0,17,2,122,30,2,61,514,62,25,26,F,M,22.43714647,24.05924093,56.5,45.6,0.566279999,0.17122,0,0.03125,0.125,0.042279412,0.042781686,3719.638961,ref,0.072698051,0.020115025
125,0,0,2,18,123,2,8,39,40,546,26,37,M,M,24.05924093,22.08349443,45.6,52.2,0.17122,0.846060004,0,0,0.03125,0.09375,0.073231262,3721.486262,affair,0.020115025,0.02761762
1928,0,0,18,2,123,8,2,39,546,40,37,26,M,M,22.08349443,24.05924093,52.2,45.6,0.846060004,0.17122,0,0,0.03125,0.09375,0.073231262,3721.486262,affair,0.02761762,0.020115025
202,1,0,2,19,124,2,24,55,56,578,26,41,M,F,24.05924093,22.12788277,45.6,48.6,0.17122,5.259309977,0,0.015625,0.078125,0.01953125,0.015643415,3505.159768,ref,0.020115025,0.106319188
10167,0,0,19,2,124,24,2,55,578,56,41,26,F,M,22.12788277,24.05924093,48.6,45.6,5.259309977,0.17122,0,0.015625,0.078125,0.01953125,0.015643415,3505.159768,ref,0.106319188,0.020115025
126,0,0,2,20,125,2,23,54,55,610,26,31,M,F,24.05924093,26.6204225,45.6,54.9,0.17122,2.34056999,0,0,0.0234375,0.037109375,0.021652896,4041.521001,ref,0.020115025,0.03806792
2035,0,0,20,2,125,23,2,54,610,55,31,26,F,M,26.6204225,24.05924093,54.9,45.6,2.34056999,0.17122,0,0,0.0234375,0.037109375,0.021652896,4041.521001,ref,0.03806792,0.020115025
127,0,0,2,21,126,2,3,34,35,642,26,25,M,M,24.05924093,22.35751702,45.6,51.8,0.17122,0.18203,0,0.03125,0.125,0.0625,0.05023981,3728.936175,ref,0.020115025,0.06727831
2142,1,0,21,2,126,3,2,34,642,35,25,26,M,M,22.35751702,24.05924093,51.8,45.6,0.18203,0.17122,0,0.03125,0.125,0.0625,0.05023981,3728.936175,ref,0.06727831,0.020115025
128,0,0,2,22,127,2,21,52,53,674,26,21,M,F,24.05924093,21.47253459,45.6,55.1,0.17122,0.07986,0,0.0078125,0.0390625,0.017578125,0.012352647,3595.085674,ref,0.020115025,0.068380996
2249,0,0,22,2,127,21,2,52,674,53,21,26,F,M,21.47253459,24.05924093,55.1,45.6,0.07986,0.17122,0,0.0078125,0.0390625,0.017578125,0.012352647,3595.085674,ref,0.068380996,0.020115025
129,0,1,2,23,128,2,9,40,41,706,26,39,M,M,24.05924093,21.9375338,45.6,49,0.17122,1.118810005,0,0,0.0625,0.057692308,0.045904986,3760.082579,ref,0.020115025,0.028540129
2356,0,0,23,2,128,9,2,40,706,41,39,26,M,M,21.9375338,24.05924093,49,45.6,1.118810005,0.17122,0,0,0.0625,0.057692308,0.045904986,3760.082579,ref,0.028540129,0.020115025
130,0,0,2,24,129,2,16,47,48,738,26,26,M,F,24.05924093,23.680859,45.6,52.3,0.17122,0.552790001,0,0.0078125,0.0390625,0.015820313,0.014720317,3775.676363,ref,0.020115025,0.070226015
2463,0,0,24,2,129,16,2,47,738,48,26,26,F,M,23.680859,24.05924093,52.3,45.6,0.552790001,0.17122,0,0.0078125,0.0390625,0.015820313,0.014720317,3775.676363,ref,0.070226015,0.020115025
131,0,0,2,25,130,2,30,61,62,770,26,52,M,F,24.05924093,30.236996,45.6,59.4,0.17122,0.566279999,0,0.0625,0.25,0.042279412,0.042781686,3719.638961,ref,0.020115025,0.125100899
2570,0,0,25,2,130,30,2,61,770,62,52,26,F,M,30.236996,24.05924093,59.4,45.6,0.566279999,0.17122,0,0.0625,0.25,0.042279412,0.042781686,3719.638961,ref,0.125100899,0.020115025
210,0,0,2,26,131,2,15,46,47,802,26,24,M,M,24.05924093,24.31528125,45.6,51.4,0.17122,0.323029999,0,0,0,0.004166667,0.018263828,3809.114595,ref,0.020115025,0.02299066
11023,0,0,26,2,131,15,2,46,802,47,24,26,M,M,24.31528125,24.05924093,51.4,45.6,0.323029999,0.17122,0,0,0,0.004166667,0.018263828,3809.114595,ref,0.02299066,0.020115025
132,0,0,2,27,132,2,20,51,52,834,26,24,M,F,24.05924093,23.40192275,45.6,52.8,0.17122,0.851249997,0,0.0078125,0.0390625,0.009765625,0.00924672,3527.580616,ref,0.020115025,0.069303506
2677,0,0,27,2,132,20,2,51,834,52,24,26,F,M,23.40192275,24.05924093,52.8,45.6,0.851249997,0.17122,0,0.0078125,0.0390625,0.009765625,0.00924672,3527.580616,ref,0.069303506,0.020115025
133,1,1,2,28,133,2,10,41,42,866,26,40,M,M,24.05924093,24.1098876,45.6,48.6,0.17122,0.65041,1,0,0.03125,0.104166667,0.117640494,356.5908019,ref,0.020115025,0.006457565
2784,1,1,28,2,133,10,2,41,866,42,40,26,M,M,24.1098876,24.05924093,48.6,45.6,0.65041,0.17122,1,0,0.03125,0.104166667,0.117640494,356.5908019,ref,0.006457565,0.020115025
134,1,0,2,29,134,2,6,37,38,898,26,35,M,F,24.05924093,23.99705944,45.6,49,0.17122,0.24648,0,0,0.015625,0.005580357,0.006289347,3780.928193,ref,0.020115025,0.034680581
